Datum,Supermarkt,Artikelnummer,Umsatz
2023-07-29,Supermarkt 9,A508436107,985.57
2023-07-29,Supermarkt 9,A494741731,281.18
2023-07-29,Supermarkt 9,A984047700,866.36
2023-07-29,Supermarkt 9,A686288763,167.26
2023-07-29,Supermarkt 9,A117653789,566.63
2023-07-29,Supermarkt 9,A876634416,51.66
2023-07-29,Supermarkt 9,A444070196,614.04
2023-07-29,Supermarkt 9,A267759769,787.86
2023-07-29,Supermarkt 9,A244182817,1010.09
2023-07-29,Supermarkt 9,A357205926,582.56
2023-07-29,Supermarkt 9,A799771723,116.25
2023-07-29,Supermarkt 9,A577908064,688.18
2023-07-29,Supermarkt 9,A901248058,926.73
2023-07-29,Supermarkt 9,A502744906,1025.51
2023-07-29,Supermarkt 9,A428175671,496.87
2023-07-29,Supermarkt 9,A401829730,283.71
2023-07-29,Supermarkt 9,A795990421,1087.68
2023-07-29,Supermarkt 9,A842813962,514.29
2023-07-29,Supermarkt 9,A858280858,808.79
2023-07-29,Supermarkt 9,A057188345,894.44
2023-07-29,Supermarkt 9,A370844032,880.08
2023-07-29,Supermarkt 9,A615548631,705.69
2023-07-29,Supermarkt 9,A788109666,930.47
2023-07-29,Supermarkt 9,A443834257,16.3
2023-07-29,Supermarkt 9,A070236562,553.81
2023-07-29,Supermarkt 9,A719609280,704.9
2023-07-29,Supermarkt 9,A760957598,269.03
2023-07-29,Supermarkt 9,A195934452,333.81
2023-07-29,Supermarkt 9,A431470276,18.5
2023-07-29,Supermarkt 9,A196351288,311.81
2023-07-29,Supermarkt 9,A440064773,756.97
2023-07-29,Supermarkt 9,A302066701,413.32
2023-07-29,Supermarkt 9,A386205094,194.31
2023-07-29,Supermarkt 9,A441032075,856.11
2023-07-29,Supermarkt 9,A466815911,968.53
2023-07-29,Supermarkt 9,A406253066,590.9
2023-07-29,Supermarkt 9,A822483184,262.29
2023-07-29,Supermarkt 9,A484628109,649.33
2023-07-29,Supermarkt 9,A096319128,596.09
2023-07-29,Supermarkt 9,A309161420,466.84
2023-07-29,Supermarkt 9,A708079024,452.85
2023-07-29,Supermarkt 9,A915048649,932.12
2023-07-29,Supermarkt 9,A119739307,21.06
2023-07-29,Supermarkt 9,A166076933,367.44
